--------- beginning of main
02-17 05:36:53.713  7746  7746 D WindowOnBackDispatcher: setTopOnBackInvokedCallback (unwrapped): android.view.ViewRootImpl$$ExternalSyntheticLambda12@8b16359
02-17 05:36:53.728  7746  7746 D WindowOnBackDispatcher: setTopOnBackInvokedCallback (unwrapped): android.view.ViewRootImpl$$ExternalSyntheticLambda12@ae7fd1b
02-17 05:36:53.833  7746  7746 D WindowOnBackDispatcher: setTopOnBackInvokedCallback (unwrapped): null
02-17 05:36:54.014  7746  7746 D WindowOnBackDispatcher: setTopOnBackInvokedCallback (unwrapped): android.view.ViewRootImpl$$ExternalSyntheticLambda12@26a2f3d
02-17 05:36:54.412  7746  7746 D WindowOnBackDispatcher: setTopOnBackInvokedCallback (unwrapped): null
02-17 05:36:55.491  7746  7746 D WindowOnBackDispatcher: setTopOnBackInvokedCallback (unwrapped): android.view.ViewRootImpl$$ExternalSyntheticLambda12@b5efec4
02-17 05:36:56.121  7746  7746 D WindowOnBackDispatcher: setTopOnBackInvokedCallback (unwrapped): null
02-17 05:36:56.126  7746  7746 D WindowOnBackDispatcher: setTopOnBackInvokedCallback (unwrapped): null
02-17 05:36:56.383  7746  7746 D WindowOnBackDispatcher: setTopOnBackInvokedCallback (unwrapped): null
02-17 05:36:56.385  7746  7803 D HWUI    : endAllActiveAnimators on 0x7ad08854f0 (RippleDrawable) with handle 0x7930874100
02-17 05:36:58.570  7746  7746 D WindowOnBackDispatcher: setTopOnBackInvokedCallback (unwrapped): android.view.ViewRootImpl$$ExternalSyntheticLambda12@c918aa8
02-17 05:36:58.585  7746  7746 D WindowOnBackDispatcher: setTopOnBackInvokedCallback (unwrapped): android.view.ViewRootImpl$$ExternalSyntheticLambda12@22e11f2
02-17 05:36:58.605  7746  7746 D WindowOnBackDispatcher: setTopOnBackInvokedCallback (unwrapped): android.view.ViewRootImpl$$ExternalSyntheticLambda12@affceec
02-17 05:36:58.627  7746  7746 E ViewDragHelper: Ignoring pointerId=0 because ACTION_DOWN was not received for this pointer before ACTION_MOVE. It likely happened because  ViewDragHelper did not receive all the events in the event stream.
02-17 05:36:58.627  7746  7746 E ViewDragHelper: Ignoring pointerId=0 because ACTION_DOWN was not received for this pointer before ACTION_MOVE. It likely happened because  ViewDragHelper did not receive all the events in the event stream.
02-17 05:36:58.627  7746  7746 E ViewDragHelper: Ignoring pointerId=0 because ACTION_DOWN was not received for this pointer before ACTION_MOVE. It likely happened because  ViewDragHelper did not receive all the events in the event stream.
02-17 05:36:58.627  7746  7746 E ViewDragHelper: Ignoring pointerId=0 because ACTION_DOWN was not received for this pointer before ACTION_MOVE. It likely happened because  ViewDragHelper did not receive all the events in the event stream.
02-17 05:36:58.734  7746  7746 D WindowOnBackDispatcher: setTopOnBackInvokedCallback (unwrapped): null
02-17 05:36:58.950  7746  7746 D WindowOnBackDispatcher: setTopOnBackInvokedCallback (unwrapped): android.view.ViewRootImpl$$ExternalSyntheticLambda12@5896e87
02-17 05:36:59.430  7746  7746 D WindowOnBackDispatcher: setTopOnBackInvokedCallback (unwrapped): null
02-17 05:36:59.438  7746  7746 D WindowOnBackDispatcher: setTopOnBackInvokedCallback (unwrapped): null
02-17 05:36:59.711  7746  7746 D WindowOnBackDispatcher: setTopOnBackInvokedCallback (unwrapped): null
02-17 05:36:59.714  7746  7803 D HWUI    : endAllActiveAnimators on 0x7ad08ba6b0 (RippleDrawable) with handle 0x793086a8f0
02-17 05:37:05.351  7746  7746 D WindowOnBackDispatcher: setTopOnBackInvokedCallback (unwrapped): android.view.ViewRootImpl$$ExternalSyntheticLambda12@f9247b
02-17 05:37:05.366  7746  7746 D WindowOnBackDispatcher: setTopOnBackInvokedCallback (unwrapped): android.view.ViewRootImpl$$ExternalSyntheticLambda12@a8d652d
02-17 05:37:05.386  7746  7746 D WindowOnBackDispatcher: setTopOnBackInvokedCallback (unwrapped): android.view.ViewRootImpl$$ExternalSyntheticLambda12@cb4d04f
02-17 05:37:05.506  7746  7746 E ViewDragHelper: Ignoring pointerId=0 because ACTION_DOWN was not received for this pointer before ACTION_MOVE. It likely happened because  ViewDragHelper did not receive all the events in the event stream.
02-17 05:37:05.506  7746  7746 E ViewDragHelper: Ignoring pointerId=0 because ACTION_DOWN was not received for this pointer before ACTION_MOVE. It likely happened because  ViewDragHelper did not receive all the events in the event stream.
02-17 05:37:05.506  7746  7746 E ViewDragHelper: Ignoring pointerId=0 because ACTION_DOWN was not received for this pointer before ACTION_MOVE. It likely happened because  ViewDragHelper did not receive all the events in the event stream.
02-17 05:37:05.506  7746  7746 E ViewDragHelper: Ignoring pointerId=0 because ACTION_DOWN was not received for this pointer before ACTION_MOVE. It likely happened because  ViewDragHelper did not receive all the events in the event stream.
02-17 05:37:05.624  7746  7746 D WindowOnBackDispatcher: setTopOnBackInvokedCallback (unwrapped): null
02-17 05:37:05.825  7746  7746 D WindowOnBackDispatcher: setTopOnBackInvokedCallback (unwrapped): android.view.ViewRootImpl$$ExternalSyntheticLambda12@64fe836
02-17 05:37:06.342  7746  7746 D WindowOnBackDispatcher: setTopOnBackInvokedCallback (unwrapped): null
02-17 05:37:06.351  7746  7746 D WindowOnBackDispatcher: setTopOnBackInvokedCallback (unwrapped): null
02-17 05:37:06.617  7746  7746 D WindowOnBackDispatcher: setTopOnBackInvokedCallback (unwrapped): null
02-17 05:37:06.621  7746  7803 D HWUI    : endAllActiveAnimators on 0x7ad08c74b0 (RippleDrawable) with handle 0x79308daa30
02-17 05:37:07.055 27069 27069 W MainThread: type=1400 audit(0.0:68861): avc:  granted  { execute } for  name="bash" dev="dm-45" ino=103898 scontext=u:r:untrusted_app_27:s0:c206,c257,c512,c768 tcontext=u:object_r:app_data_file:s0:c206,c257,c512,c768 tclass=file app=com.termux
02-17 05:37:07.055 27069 27069 W MainThread: type=1400 audit(0.0:68862): avc:  granted  { execute } for  name="bash" dev="dm-45" ino=103898 scontext=u:r:untrusted_app_27:s0:c206,c257,c512,c768 tcontext=u:object_r:app_data_file:s0:c206,c257,c512,c768 tclass=file app=com.termux
02-17 05:37:07.055 27069 27069 W MainThread: type=1400 audit(0.0:68863): avc:  granted  { execute_no_trans } for  path="/data/data/com.termux/files/usr/bin/bash" dev="dm-45" ino=103898 scontext=u:r:untrusted_app_27:s0:c206,c257,c512,c768 tcontext=u:object_r:app_data_file:s0:c206,c257,c512,c768 tclass=file app=com.termux
02-17 05:37:07.087 27069 27069 W bash    : type=1400 audit(0.0:68864): avc:  granted  { execute } for  path="/data/data/com.termux/files/usr/bin/bash" dev="dm-45" ino=103898 scontext=u:r:untrusted_app_27:s0:c206,c257,c512,c768 tcontext=u:object_r:app_data_file:s0:c206,c257,c512,c768 tclass=file app=com.termux
02-17 05:37:07.091 27069 27069 W bash    : type=1400 audit(0.0:68865): avc:  denied  { search } for  name="tests" dev="dm-45" ino=113 scontext=u:r:untrusted_app_27:s0:c206,c257,c512,c768 tcontext=u:object_r:shell_test_data_file:s0 tclass=dir permissive=0 app=com.termux
02-17 05:37:07.091 27069 27069 W bash    : type=1400 audit(0.0:68866): avc:  denied  { search } for  name="tests" dev="dm-45" ino=113 scontext=u:r:untrusted_app_27:s0:c206,c257,c512,c768 tcontext=u:object_r:shell_test_data_file:s0 tclass=dir permissive=0 app=com.termux
02-17 05:37:07.091 27069 27069 W bash    : type=1400 audit(0.0:68867): avc:  denied  { search } for  name="tests" dev="dm-45" ino=113 scontext=u:r:untrusted_app_27:s0:c206,c257,c512,c768 tcontext=u:object_r:shell_test_data_file:s0 tclass=dir permissive=0 app=com.termux
02-17 05:37:07.091 27069 27069 W bash    : type=1400 audit(0.0:68868): avc:  denied  { search } for  name="tests" dev="dm-45" ino=113 scontext=u:r:untrusted_app_27:s0:c206,c257,c512,c768 tcontext=u:object_r:shell_test_data_file:s0 tclass=dir permissive=0 app=com.termux
02-17 05:37:07.091 27069 27069 W bash    : type=1400 audit(0.0:68869): avc:  granted  { execute } for  path="/data/data/com.termux/files/usr/lib/libiconv.so" dev="dm-45" ino=151081 scontext=u:r:untrusted_app_27:s0:c206,c257,c512,c768 tcontext=u:object_r:app_data_file:s0:c206,c257,c512,c768 tclass=file app=com.termux
02-17 05:37:07.118 27069 27069 W audit   : audit_lost=66741 audit_rate_limit=5 audit_backlog_limit=64
02-17 05:37:07.118 27069 27069 E audit   : rate limit exceeded
02-17 05:37:07.182 27073 27073 W libc    : Access denied finding property "ro.debuggable"
02-17 05:37:07.182 27073 27073 W libc    : Access denied finding property "ro.debuggable"
02-17 05:37:07.182 27073 27073 W libc    : Access denied finding property "ro.debuggable"
02-17 05:37:07.183 27073 27073 D AndroidRuntime: >>>>>> START com.android.internal.os.RuntimeInit uid 10462 <<<<<<
02-17 05:37:07.183 27073 27073 W libc    : Access denied finding property "ro.debuggable"
02-17 05:37:07.187 27073 27073 I AndroidRuntime: Using default boot image
02-17 05:37:07.187 27073 27073 I AndroidRuntime: Leaving lock profiling enabled
02-17 05:37:07.187 27073 27073 W libc    : Access denied finding property "odsign.verification.success"
02-17 05:37:07.187 27073 27073 W libc    : Access denied finding property "ro.debuggable"
02-17 05:37:07.188 27073 27073 W app_process: ART APEX data files are untrusted.
02-17 05:37:07.188 27073 27073 I app_process: Using CollectorTypeCMC GC.
02-17 05:37:07.249 27073 27073 D nativeloader: InitDefaultPublicLibraries for_preload=1: libandroid.so:libaaudio.so:libamidi.so:libbinder_ndk.so:libc.so:libcamera2ndk.so:libdl.so:libEGL.so:libGLESv1_CM.so:libGLESv2.so:libGLESv3.so:libicu.so:libicui18n.so:libicuuc.so:libjnigraphics.so:liblog.so:libmediandk.so:libm.so:libnativehelper.so:libnativewindow.so:libOpenMAXAL.so:libOpenSLES.so:libRS.so:libstdc++.so:libsync.so:libvulkan.so:libwebviewchromium_plat_support.so:libz.so
02-17 05:37:07.254 27073 27073 D nativeloader: Load libicu_jni.so using APEX ns com_android_art for caller /apex/com.android.art/javalib/core-oj.jar: ok
02-17 05:37:07.254 27073 27073 D app_process: u_setTimeZoneFilesDirectory("/apex/com.android.tzdata/etc/tz/versioned/9/icu") succeeded. 
02-17 05:37:07.254 27073 27073 D app_process: I18n APEX ICU file found: /apex/com.android.i18n/etc/icu/icudt76l.dat
02-17 05:37:07.255 27073 27073 D nativeloader: Load libjavacore.so using APEX ns com_android_art for caller /apex/com.android.art/javalib/core-oj.jar: ok
02-17 05:37:07.255 27073 27073 D nativeloader: Load libopenjdk.so using APEX ns com_android_art for caller /apex/com.android.art/javalib/core-oj.jar: ok
02-17 05:37:07.256 27073 27073 I app_process: Priority-to-niceness mapping: 19, 16, 13, 10, 0, -2, -4, -5, -6, -8
02-17 05:37:07.274 27073 27073 W libc    : Access denied finding property "ro.product.name_for_attestation"
02-17 05:37:07.274 27073 27073 W libc    : Access denied finding property "ro.product.device_for_attestation"
02-17 05:37:07.274 27073 27073 W libc    : Access denied finding property "ro.product.manufacturer_for_attestation"
02-17 05:37:07.274 27073 27073 W libc    : Access denied finding property "ro.product.brand_for_attestation"
02-17 05:37:07.274 27073 27073 W libc    : Access denied finding property "ro.product.model_for_attestation"
02-17 05:37:07.274 27073 27073 W libc    : Access denied finding property "ro.debuggable"
02-17 05:37:07.282 27073 27073 D nativeloader: Load libframework-connectivity-tiramisu-jni.so using APEX ns com_android_tethering for caller /apex/com.android.tethering/javalib/framework-connectivity-t.jar: ok
02-17 05:37:07.282 27073 27073 D AndroidRuntime: Calling main entry com.termux.termuxam.Am
02-17 05:37:07.285 27073 27073 I AconfigPackage: com.android.nfc.flags is mapped to system
02-17 05:37:07.285 27073 27073 I AconfigPackage: android.app.admin.flags is mapped to system
02-17 05:37:07.285 27073 27073 I AconfigPackage: com.android.graphics.graphicsenv.flags is mapped to system
02-17 05:37:07.285 27073 27073 I AconfigPackage: android.database.sqlite is mapped to system
02-17 05:37:07.285 27073 27073 I AconfigPackage: com.android.providers.calendar is mapped to system
02-17 05:37:07.285 27073 27073 I AconfigPackage: com.android.server.power.feature.flags is mapped to system
02-17 05:37:07.285 27073 27073 I AconfigPackage: com.android.settingslib.widget.theme.flags is mapped to system
02-17 05:37:07.285 27073 27073 I AconfigPackage: android.app.contextualsearch.flags is mapped to system
02-17 05:37:07.285 27073 27073 I AconfigPackage: android.app.ondeviceintelligence.flags is mapped to system
02-17 05:37:07.285 27073 27073 I AconfigPackage: com.android.media.projection.flags is mapped to system
02-17 05:37:07.285 27073 27073 I AconfigPackage: android.companion is mapped to system
02-17 05:37:07.285 27073 27073 I AconfigPackage: android.service.controls.flags is mapped to system
02-17 05:37:07.285 27073 27073 I AconfigPackage: com.android.text.flags is mapped to system
02-17 05:37:07.285 27073 27073 I AconfigPackage: com.android.providers.contactkeys.flags is mapped to system
02-17 05:37:07.285 27073 27073 I AconfigPackage: com.android.intentresolver is mapped to system
02-17 05:37:07.285 27073 27073 I AconfigPackage: android.companion.virtualdevice.flags is mapped to system
02-17 05:37:07.285 27073 27073 I AconfigPackage: android.uprobestats.flags is mapped to system
02-17 05:37:07.285 27073 27073 I AconfigPackage: com.android.net.thread.platform.flags is mapped to system
02-17 05:37:07.285 27073 27073 I AconfigPackage: android.view.contentprotection.flags is mapped to system
02-17 05:37:07.285 27073 27073 I AconfigPackage: com.android.graphics.surfaceflinger.flags is mapped to system
02-17 05:37:07.285 27073 27073 I AconfigPackage: com.android.hardware.input is mapped to system
02-17 05:37:07.285 27073 27073 I AconfigPackage: android.sdk is mapped to system
02-17 05:37:07.285 27073 27073 I AconfigPackage: com.android.input.flags is mapped to system
02-17 05:37:07.285 27073 27073 I AconfigPackage: android.tracing is mapped to system
02-17 05:37:07.285 27073 27073 I AconfigPackage: com.android.server.biometrics is mapped to system
02-17 05:37:07.285 27073 27073 I AconfigPackage: android.view.contentcapture.flags is mapped to system
02-17 05:37:07.285 27073 27073 I AconfigPackage: android.app.job is mapped to system
02-17 05:37:07.285 27073 27073 I AconfigPackage: android.content.res is mapped to system
02-17 05:37:07.285 27073 27073 I AconfigPackage: android.net.platform.flags is mapped to system
02-17 05:37:07.285 27073 27073 I AconfigPackage: com.android.aconfig.flags is mapped to system
02-17 05:37:07.285 27073 27073 I AconfigPackage: com.android.graphics.flags is mapped to system
02-17 05:37:07.285 27073 27073 I AconfigPackage: android.server.app is mapped to system
02-17 05:37:07.285 27073 27073 I AconfigPackage: android.speech.flags is mapped to system
02-17 05:37:07.285 27073 27073 I AconfigPackage: com.android.server.stats is mapped to system
02-17 05:37:07.285 27073 27073 I AconfigPackage: android.hardware.biometrics is mapped to system
02-17 05:37:07.285 27073 27073 I AconfigPackage: android.car.feature is mapped to system
02-17 05:37:07.285 27073 27073 I AconfigPackage: android.adpf is mapped to system
02-17 05:37:07.285 27073 27073 I AconfigPackage: android.location.flags is mapped to system
02-17 05:37:07.285 27073 27073 I AconfigPackage: com.android.settingslib.flags is mapped to system
02-17 05:37:07.285 27073 27073 I AconfigPackage: com.android.managedprovisioning.flags is mapped to system
02-17 05:37:07.285 27073 27073 I AconfigPackage: android.app.assist.flags is mapped to system
02-17 05:37:07.285 27073 27073 I AconfigPackage: com.android.server.net is mapped to system
02-17 05:37:07.285 27073 27073 I AconfigPackage: com.android.settingslib.widget.flags is mapped to system
02-17 05:37:07.285 27073 27073 I AconfigPackage: com.android.internal.camera.flags is mapped to system
02-17 05:37:07.285 27073 27073 I AconfigPackage: com.android.hardware.libsensor.flags is mapped to system
02-17 05:37:07.285 27073 27073 I AconfigPackage: com.android.internal.jank is mapped to system
02-17 05:37:07.285 27073 27073 I AconfigPackage: com.android.providers.settings is mapped to system
02-17 05:37:07.285 27073 27073 I AconfigPackage: android.multiuser is mapped to system
02-17 05:37:07.285 27073 27073 I AconfigPackage: com.android.server.power.optimization is mapped to system
02-17 05:37:07.285 27073 27073 I AconfigPackage: com.android.calllogbackup is mapped to system
02-17 05:37:07.285 27073 27073 I AconfigPackage: com.android.media.flags is mapped to system
02-17 05:37:07.285 27073 27073 I AconfigPackage: com.android.media.mediasession.flags is mapped to system
02-17 05:37:07.285 27073 27073 I AconfigPackage: com.android.server.flags is mapped to system
02-17 05:37:07.285 27073 27073 I AconfigPackage: com.android.graphics.libvulkan.flags is mapped to system
02-17 05:37:07.285 27073 27073 I AconfigPackage: android.app.appfunctions.flags is mapped to system
02-17 05:37:07.285 27073 27073 I AconfigPackage: android.app.smartspace.flags is mapped to system
02-17 05:37:07.285 27073 27073 I AconfigPackage: com.android.providers.contacts.flags is mapped to system
02-17 05:37:07.285 27073 27073 I AconfigPackage: com.android.shell.flags is mapped to system
02-17 05:37:07.285 27073 27073 I AconfigPackage: com.android.media.aaudio is mapped to system
02-17 05:37:07.285 27073 27073 I AconfigPackage: android.hardware.radio is mapped to system
02-17 05:37:07.285 27073 27073 I AconfigPackage: suspend_service.flags is mapped to system
02-17 05:37:07.285 27073 27073 I AconfigPackage: android.media.midi is mapped to system
02-17 05:37:07.285 27073 27073 I AconfigPackage: com.android.libcore.readonly is mapped to system
02-17 05:37:07.285 27073 27073 I AconfigPackage: android.service.notification is mapped to system
02-17 05:37:07.285 27073 27073 I AconfigPackage: com.android.systemui.shared is mapped to system
02-17 05:37:07.285 27073 27073 I AconfigPackage: android.app.jank is mapped to system
02-17 05:37:07.285 27073 27073 I AconfigPackage: android.app.wearable is mapped to system
02-17 05:37:07.285 27073 27073 I AconfigPackage: com.android.media.audio is mapped to system
02-17 05:37:07.285 27073 27073 I AconfigPackage: android.service.chooser is mapped to system
02-17 05:37:07.285 27073 27073 I AconfigPackage: com.android.server.compat is mapped to system
02-17 05:37:07.285 27073 27073 I AconfigPackage: com.android.server.alarm is mapped to system
02-17 05:37:07.285 27073 27073 I AconfigPackage: com.android.apex.flags is mapped to system
02-17 05:37:07.285 27073 27073 I AconfigPackage: android.service.quickaccesswallet is mapped to system
02-17 05:37:07.285 27073 27073 I AconfigPackage: android.app.usage is mapped to system
02-17 05:37:07.285 27073 27073 I AconfigPackage: com.android.server.accessibility is mapped to system
02-17 05:37:07.285 27073 27073 I AconfigPackage: android.app.supervision.flags is mapped to system
02-17 05:37:07.286 27073 27073 I AconfigPackage: com.android.server.utils is mapped to system
02-17 05:37:07.286 27073 27073 I AconfigPackage: android.chre.flags is mapped to system
02-17 05:37:07.286 27073 27073 I AconfigPackage: android.content.flags is mapped to system
02-17 05:37:07.286 27073 27073 I AconfigPackage: android.media.codec is mapped to system
02-17 05:37:07.286 27073 27073 I AconfigPackage: com.android.internal.os is mapped to system
02-17 05:37:07.286 27073 27073 I AconfigPackage: com.android.nfc.nci.flags is mapped to system
02-17 05:37:07.286 27073 27073 I AconfigPackage: android.app is mapped to system
02-17 05:37:07.286 27073 27073 I AconfigPackage: android.security.keystore2 is mapped to system
02-17 05:37:07.286 27073 27073 I AconfigPackage: android.crashrecovery.flags is mapped to system
02-17 05:37:07.286 27073 27073 I AconfigPackage: com.android.tradeinmode.flags is mapped to system
02-17 05:37:07.286 27073 27073 I AconfigPackage: android.hardware.flags is mapped to system
02-17 05:37:07.286 27073 27073 I AconfigPackage: com.android.server.telecom.flags is mapped to system
02-17 05:37:07.286 27073 27073 I AconfigPackage: com.android.settingslib.media.flags is mapped to system
02-17 05:37:07.286 27073 27073 I AconfigPackage: com.android.server.policy is mapped to system
02-17 05:37:07.286 27073 27073 I AconfigPackage: android.media.audiopolicy is mapped to system
02-17 05:37:07.286 27073 27073 I AconfigPackage: com.android.egg.flags is mapped to system
02-17 05:37:07.286 27073 27073 I AconfigPackage: com.android.internal.compat.flags is mapped to system
02-17 05:37:07.286 27073 27073 I AconfigPackage: android.security is mapped to system
02-17 05:37:07.286 27073 27073 I AconfigPackage: android.service.autofill is mapped to system
02-17 05:37:07.286 27073 27073 I AconfigPackage: com.example.android.aconfig.demo.flags is mapped to system
02-17 05:37:07.286 27073 27073 I AconfigPackage: com.android.server.clipboard is mapped to system
02-17 05:37:07.286 27073 27073 I AconfigPackage: android.view.flags is mapped to system
02-17 05:37:07.286 27073 27073 I AconfigPackage: android.companion.virtual.flags is mapped to system
02-17 05:37:07.286 27073 27073 I AconfigPackage: com.android.aconfig_new_storage is mapped to system
02-17 05:37:07.286 27073 27073 I AconfigPackage: com.android.server.feature.flags is mapped to system
02-17 05:37:07.286 27073 27073 I AconfigPackage: com.android.systemui is mapped to system
02-17 05:37:07.286 27073 27073 I AconfigPackage: com.android.server.power.batterysaver is mapped to system
02-17 05:37:07.286 27073 27073 I AconfigPackage: android.widget.flags is mapped to system
02-17 05:37:07.286 27073 27073 I AconfigPackage: com.android.media.editing.flags is mapped to system
02-17 05:37:07.286 27073 27073 I AconfigPackage: com.android.media.codec.flags is mapped to system
02-17 05:37:07.286 27073 27073 I AconfigPackage: com.android.server.powerstats is mapped to system
02-17 05:37:07.286 27073 27073 I AconfigPackage: com.android.graphics.egl.flags is mapped to system
02-17 05:37:07.286 27073 27073 I AconfigPackage: com.android.media.audioserver is mapped to system
02-17 05:37:07.286 27073 27073 I AconfigPackage: com.android.server.deviceidle is mapped to system
02-17 05:37:07.286 27073 27073 I AconfigPackage: android.nfc is mapped to system
02-17 05:37:07.286 27073 27073 I AconfigPackage: android.permission.flags is mapped to system
02-17 05:37:07.286 27073 27073 I AconfigPackage: android.service.voice.flags is mapped to system
02-17 05:37:07.286 27073 27073 I AconfigPackage: android.content.pm is mapped to system
02-17 05:37:07.286 27073 27073 I AconfigPackage: com.android.server.power.hint is mapped to system
02-17 05:37:07.286 27073 27073 I AconfigPackage: android.os is mapped to system
02-17 05:37:07.286 27073 27073 I AconfigPackage: android.service.dreams is mapped to system
02-17 05:37:07.286 27073 27073 I AconfigPackage: com.android.graphics.libgui.flags is mapped to system
02-17 05:37:07.286 27073 27073 I AconfigPackage: android.hardware.usb.flags is mapped to system
02-17 05:37:07.286 27073 27073 I AconfigPackage: android.provider is mapped to system
02-17 05:37:07.286 27073 27073 I AconfigPackage: com.android.server.job is mapped to system
02-17 05:37:07.286 27073 27073 I AconfigPackage: com.android.internal.foldables.flags is mapped to system
02-17 05:37:07.286 27073 27073 I AconfigPackage: com.android.internal.telephony.flags is mapped to system
02-17 05:37:07.286 27073 27073 I AconfigPackage: android.webkit is mapped to system
02-17 05:37:07.286 27073 27073 I AconfigPackage: android.credentials.flags is mapped to system
02-17 05:37:07.286 27073 27073 I AconfigPackage: com.android.documentsui.flags is mapped to system
02-17 05:37:07.286 27073 27073 I AconfigPackage: com.android.server.display.feature.flags is mapped to system
02-17 05:37:07.286 27073 27073 I AconfigPackage: com.android.server.notification is mapped to system
02-17 05:37:07.286 27073 27073 I AconfigPackage: android.appwidget.flags is mapped to system
02-17 05:37:07.286 27073 27073 I AconfigPackage: com.android.frameworks.sensorservice.flags is mapped to system
02-17 05:37:07.286 27073 27073 I AconfigPackage: com.android.printspooler.flags is mapped to system
02-17 05:37:07.286 27073 27073 I AconfigPackage: com.android.window.flags is mapped to system
02-17 05:37:07.286 27073 27073 I AconfigPackage: android.net.wifi.flags is mapped to system
02-17 05:37:07.286 27073 27073 I AconfigPackage: android.media.tv.flags is mapped to system
02-17 05:37:07.286 27073 27073 I AconfigPackage: com.android.server.usb.flags is mapped to system
02-17 05:37:07.286 27073 27073 I AconfigPackage: android.os.vibrator is mapped to system
02-17 05:37:07.286 27073 27073 I AconfigPackage: android.vold.flags is mapped to system
02-17 05:37:07.286 27073 27073 I AconfigPackage: android.hardware.devicestate.feature.flags is mapped to system
02-17 05:37:07.286 27073 27073 I AconfigPackage: com.android.server.usage is mapped to system
02-17 05:37:07.286 27073 27073 I AconfigPackage: android.server is mapped to system
02-17 05:37:07.286 27073 27073 I AconfigPackage: com.android.wm.shell is mapped to system
02-17 05:37:07.286 27073 27073 I AconfigPackage: android.view.inputmethod is mapped to system
02-17 05:37:07.286 27073 27073 I AconfigPackage: com.android.graphics.hwui.flags is mapped to system
02-17 05:37:07.286 27073 27073 I AconfigPackage: com.android.server.backup is mapped to system
02-17 05:37:07.286 27073 27073 I AconfigPackage: com.android.internal.pm.pkg.component.flags is mapped to system
02-17 05:37:07.286 27073 27073 I AconfigPackage: android.view.accessibility is mapped to system
02-17 05:37:07.286 27073 27073 I AconfigPackage: android.media.audio is mapped to system
02-17 05:37:07.286 27073 27073 I AconfigPackage: com.android.server.am is mapped to system
02-17 05:37:07.286 27073 27073 I AconfigPackage: com.android.server.print is mapped to system
02-17 05:37:07.286 27073 27073 I AconfigPackage: com.android.settings.keyboard is mapped to system_ext
02-17 05:37:07.286 27073 27073 I AconfigPackage: com.android.systemui.accessibility.accessibilitymenu is mapped to system_ext
02-17 05:37:07.286 27073 27073 I AconfigPackage: com.android.server.policy.feature.flags is mapped to system_ext
02-17 05:37:07.286 27073 27073 I AconfigPackage: com.android.settings.factory_reset is mapped to system_ext
02-17 05:37:07.286 27073 27073 I AconfigPackage: com.android.settings.media_drm is mapped to system_ext
02-17 05:37:07.286 27073 27073 I AconfigPackage: com.android.launcher3 is mapped to system_ext
02-17 05:37:07.286 27073 27073 I AconfigPackage: com.android.settings.accessibility is mapped to system_ext
02-17 05:37:07.286 27073 27073 I AconfigPackage: com.android.wallpaper is mapped to system_ext
02-17 05:37:07.286 27073 27073 I AconfigPackage: com.android.settings.flags is mapped to system_ext
02-17 05:37:07.286 27073 27073 I AconfigPackage: com.android.permission.flags is mapped to com.android.permission
02-17 05:37:07.286 27073 27073 I AconfigPackage: android.provider.flags is mapped to com.android.configinfrastructure
02-17 05:37:07.286 27073 27073 I AconfigPackage: com.android.server.deviceconfig is mapped to com.android.configinfrastructure
02-17 05:37:07.287 27073 27073 I AconfigPackage: android.os.profiling is mapped to com.android.profiling
02-17 05:37:07.287 27073 27073 I AconfigPackage: com.android.crashrecovery.flags is mapped to com.android.crashrecovery
02-17 05:37:07.287 27073 27073 I AconfigPackage: com.android.adservices.ondevicepersonalization.flags is mapped to com.android.ondevicepersonalization
02-17 05:37:07.287 27073 27073 I AconfigPackage: android.graphics.pdf.flags is mapped to com.android.mediaprovider
02-17 05:37:07.287 27073 27073 I AconfigPackage: com.android.providers.media.flags is mapped to com.android.mediaprovider
02-17 05:37:07.287 27073 27073 I AconfigPackage: android.graphics.pdf.flags.readonly is mapped to com.android.mediaprovider
02-17 05:37:07.287 27073 27073 I AconfigPackage: android.media.swcodec.flags is mapped to com.android.media.swcodec
02-17 05:37:07.287 27073 27073 I AconfigPackage: com.android.art.flags is mapped to com.android.art
02-17 05:37:07.287 27073 27073 I AconfigPackage: com.android.art.native.flags is mapped to com.android.art
02-17 05:37:07.287 27073 27073 I AconfigPackage: com.android.libcore is mapped to com.android.art
02-17 05:37:07.287 27073 27073 I AconfigPackage: com.android.nfc.module.flags is mapped to com.android.nfcservices
02-17 05:37:07.287 27073 27073 I AconfigPackage: com.android.ipsec.flags is mapped to com.android.ipsec
02-17 05:37:07.288 27073 27073 I AconfigPackage: com.android.adbd.flags is mapped to com.android.adbd
02-17 05:37:07.288 27073 27073 I AconfigPackage: com.android.adservices.flags is mapped to com.android.adservices
02-17 05:37:07.288 27073 27073 I AconfigPackage: com.android.sdksandbox.flags is mapped to com.android.adservices
02-17 05:37:07.288 27073 27073 I AconfigPackage: com.android.appsearch.flags is mapped to com.android.appsearch
02-17 05:37:07.288 27073 27073 I AconfigPackage: com.android.uwb.flags is mapped to com.android.uwb
02-17 05:37:07.288 27073 27073 I AconfigPackage: com.android.ranging.flags is mapped to com.android.uwb
02-17 05:37:07.288 27073 27073 I AconfigPackage: com.android.org.conscrypt.flags is mapped to com.android.conscrypt
02-17 05:37:07.288 27073 27073 I AconfigPackage: com.android.org.conscrypt.net.flags is mapped to com.android.conscrypt
02-17 05:37:07.288 27073 27073 I AconfigPackage: com.android.media.extractor.flags is mapped to com.android.media
